50	74	58	65	68	53	50	78	75	121	
136	51	66	57	60	64	54	65	55	56	
57	55	47	55	49	65	73	56	58	51	
53	50	58	45	68	58	54	58	52	44	
60	52	54	68	57	59	54	42	57	52	
58	61	52	56	51	59	56	56	52	49	
51	48	60	65	51	58	67	64	48	58	
59	59	60	75	64	50	56	51	56	52	
47	57	58	59	60	64	58	51	59	54	
49	53	70	50	48	52	62	49	57	64	
64	
